player_id,team_id,league_id,position,role,is_major,no_trade,last_year_team_option,last_year_player_option,last_year_vesting_option,next_last_year_team_option,next_last_year_player_option,next_last_year_vesting_option,contract_team_id,contract_league_id,season_year,salary0,salary1,salary2,salary3,salary4,salary5,salary6,salary7,salary8,salary9,years,current_year,minimum_pa,minimum_pa_bonus,minimum_ip,minimum_ip_bonus,mvp_bonus,cyyoung_bonus,allstar_bonus,next_last_year_option_buyout,last_year_option_buyout
311,1,100,1,12,1,0,0,0,0,0,0,0,9,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
312,18,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,25,100,1,11,1,0,0,0,0,0,0,0,2,100,2028,610000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,18,101,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1,100,3,0,1,0,0,0,0,0,0,0,11,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
322,16,101,1,12,1,0,0,0,0,0,0,0,16,100,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,19,101,7,0,1,0,0,0,0,0,0,0,11,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,1,100,9,0,1,0,0,0,0,0,0,0,11,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,9,100,1,13,1,0,0,0,0,0,0,0,1,100,2028,1200000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
327,2,100,1,11,1,0,0,0,0,0,0,0,2,100,2028,740000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,3,100,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,3,100,1,11,1,0,0,0,0,0,0,0,3,100,2028,580000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,18,101,4,0,1,0,0,0,0,0,0,0,10,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,11,100,1,13,1,0,0,0,0,0,0,0,2,100,2028,870000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
332,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,11,100,1,12,1,0,0,0,0,0,0,0,10,100,2028,870000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,25,100,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,25,100,1,11,1,0,0,0,0,0,0,0,2,100,2028,580000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336,2,100,1,12,1,0,0,0,0,0,0,0,2,100,2028,580000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337,2,100,1,12,1,0,0,0,0,0,0,0,2,100,2028,1520000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338,19,101,2,0,1,0,0,0,0,0,0,0,3,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,19,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,24,100,4,0,1,0,0,0,0,0,0,0,2,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
346,3,100,7,0,1,0,0,0,0,0,0,0,3,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
347,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,19,101,7,0,1,0,0,0,0,0,0,0,1,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
349,10,100,5,0,1,0,0,0,0,0,0,0,10,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,19,101,7,0,1,0,0,0,0,0,0,0,10,100,2028,820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
351,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1,100,9,0,1,0,0,0,0,0,0,0,1,100,2028,1560000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,11,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,11,100,6,0,1,0,0,0,0,0,0,0,11,100,2028,2670000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2,100,1,11,1,0,0,0,0,0,0,0,1,100,2028,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,24,100,1,11,1,0,0,0,0,0,0,0,11,100,2028,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,9,100,1,11,1,0,0,0,0,0,0,0,1,100,2028,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
362,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,9,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,11,100,8,0,1,0,0,0,0,0,0,0,10,100,2028,800000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,11,100,1,11,1,0,0,0,0,0,0,0,11,100,2028,535000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
368,10,100,1,11,1,0,0,0,0,0,0,0,10,100,2028,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
370,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,10,100,1,12,1,0,0,0,0,0,0,0,11,100,2028,2729500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,19,101,2,0,1,0,0,0,0,0,0,0,10,100,2028,2130000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,18,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,16,101,1,12,1,0,0,0,0,0,0,0,16,100,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,11,100,5,0,1,0,0,0,0,0,0,0,11,100,2028,2000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
