"team_id","league_id","game_id","date","time","innings","runs","hits","team_abbr","team_name","home/away","win","loss","division","league_abbr","ttl_wins","ttl_losses","below.500","winloss","RA","ttl_ra","ttl_runs","ttl_hits","ttl_rs_sq","ttl_ra_sq","gp","wp","pythag_win","pythag_loss","pythag_record","Primary Color","Division Standing","League Standing","season"
1,100,295,2030-08-23,1905,9,1,3,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",22,36,-14,"22 - 36",9,307,229,456,52441,94249,58,0.357495398459336,21,37,"21 - 37","#0E1540",4,8,"2030"
1,100,300,2030-08-24,1905,9,3,10,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",22,37,-15,"22 - 37",6,313,232,466,53824,97969,59,0.354588156239089,21,38,"21 - 38","#0E1540",4,8,"2030"
1,100,631,2030-08-25,1905,9,2,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",22,38,-16,"22 - 38",9,322,234,472,54756,103684,60,0.345594546831608,21,39,"21 - 39","#0E1540",4,8,"2030"
1,100,635,2030-08-27,1905,9,2,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",22,39,-17,"22 - 39",5,327,236,478,55696,106929,61,0.342481168332052,21,40,"21 - 40","#0E1540",4,8,"2030"
1,100,640,2030-08-28,1905,9,6,9,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",23,39,-16,"23 - 39",5,332,242,487,58564,110224,62,0.346967793918999,22,40,"22 - 40","#0E1540",4,8,"2030"
1,100,645,2030-08-29,1905,10,3,10,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",24,39,-15,"24 - 39",2,334,245,497,60025,111556,63,0.349834771915305,22,41,"22 - 41","#0E1540",4,8,"2030"
1,100,650,2030-08-30,1905,10,4,9,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",24,40,-16,"24 - 40",5,339,249,506,62001,114921,64,0.350442567911283,22,42,"22 - 42","#0E1540",4,8,"2030"
1,100,658,2030-09-02,1905,9,3,9,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",24,41,-17,"24 - 41",7,346,252,515,63504,119716,65,0.346599716188189,23,42,"23 - 42","#0E1540",4,8,"2030"
1,100,663,2030-09-03,1905,9,1,4,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",24,42,-18,"24 - 42",10,356,253,519,64009,126736,66,0.335573671655876,22,44,"22 - 44","#0E1540",4,8,"2030"
1,100,668,2030-09-04,1905,9,4,8,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",24,43,-19,"24 - 43",11,367,257,527,66049,134689,67,0.329030876067312,22,45,"22 - 45","#0E1540",4,8,"2030"
1,100,673,2030-09-05,1905,9,4,10,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",24,44,-20,"24 - 44",9,376,261,537,68121,141376,68,0.325164560829033,22,46,"22 - 46","#0E1540",4,8,"2030"
1,100,675,2030-09-08,1905,9,0,3,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",24,45,-21,"24 - 45",8,384,261,540,68121,147456,69,0.315993821233248,22,47,"22 - 47","#0E1540",4,8,"2030"
1,100,680,2030-09-09,1905,9,6,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",25,45,-20,"25 - 45",5,389,267,551,71289,151321,70,0.320241678271416,22,48,"22 - 48","#0E1540",4,8,"2030"
1,100,685,2030-09-10,1905,9,2,5,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",25,46,-21,"25 - 46",4,393,269,556,72361,154449,71,0.319037961289185,23,48,"23 - 48","#0E1540",4,8,"2030"
1,100,690,2030-09-11,1905,12,6,13,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",26,46,-20,"26 - 46",5,398,275,569,75625,158404,72,0.32314371295865,23,49,"23 - 49","#0E1540",4,8,"2030"
1,100,696,2030-09-14,1905,9,8,14,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",27,46,-19,"27 - 46",0,398,283,583,80089,158404,73,0.335812791151103,25,48,"25 - 48","#0E1540",4,8,"2030"
1,100,701,2030-09-15,1905,9,10,15,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",28,46,-18,"28 - 46",0,398,293,598,85849,158404,74,0.351475723941978,26,48,"26 - 48","#0E1540",4,8,"2030"
1,100,706,2030-09-16,1905,9,8,14,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",29,46,-17,"29 - 46",1,399,301,612,90601,159201,75,0.362691251471165,27,48,"27 - 48","#0E1540",4,8,"2030"
1,100,711,2030-09-17,1905,9,8,9,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",30,46,-16,"30 - 46",3,402,309,621,95481,161604,76,0.371398564677052,28,48,"28 - 48","#0E1540",4,8,"2030"
1,100,714,2030-09-20,1905,9,2,8,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",30,47,-17,"30 - 47",3,405,311,629,96721,164025,77,0.370939535026424,29,48,"29 - 48","#0E1540",4,8,"2030"
1,100,719,2030-09-21,1905,9,4,7,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",30,48,-18,"30 - 48",5,410,315,636,99225,168100,78,0.371177405779482,29,49,"29 - 49","#0E1540",4,8,"2030"
1,100,724,2030-09-22,1905,9,6,7,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",31,48,-17,"31 - 48",4,414,321,643,103041,171396,79,0.37546322106713,30,49,"30 - 49","#0E1540",4,8,"2030"
1,100,729,2030-09-23,1905,9,1,5,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",31,49,-18,"31 - 49",10,424,322,648,103684,179776,80,0.365780004233402,29,51,"29 - 51","#0E1540",4,8,"2030"
1,100,733,2030-09-25,1905,9,9,8,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",31,50,-19,"31 - 50",10,434,331,656,109561,188356,81,0.367756791321073,30,51,"30 - 51","#0E1540",4,8,"2030"
1,100,738,2030-09-26,1905,9,7,14,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",32,50,-18,"32 - 50",2,436,338,670,114244,190096,82,0.3753827955576,31,51,"31 - 51","#0E1540",4,8,"2030"
1,100,743,2030-09-27,1905,10,5,8,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",32,51,-19,"32 - 51",6,442,343,678,117649,195364,83,0.375859788571082,31,52,"31 - 52","#0E1540",4,8,"2030"
1,100,748,2030-09-28,1905,9,1,7,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",32,52,-20,"32 - 52",6,448,344,685,118336,200704,84,0.370912738214644,31,53,"31 - 53","#0E1540",4,8,"2030"
1,100,752,2030-09-30,1905,10,3,9,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",32,53,-21,"32 - 53",6,454,347,694,120409,206116,85,0.368758900543603,31,54,"31 - 54","#0E1540",4,8,"2030"
1,100,757,2030-10-01,1905,9,4,9,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",32,54,-22,"32 - 54",8,462,351,703,123201,213444,86,0.365967116695629,31,55,"31 - 55","#0E1540",4,8,"2030"
1,100,762,2030-10-02,1905,9,1,2,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",32,55,-23,"32 - 55",4,466,352,705,123904,217156,87,0.363290916554272,32,55,"32 - 55","#0E1540",4,8,"2030"
1,100,767,2030-10-03,1905,9,2,9,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",32,56,-24,"32 - 56",7,473,354,714,125316,223729,88,0.359025340572133,32,56,"32 - 56","#0E1540",4,8,"2030"
1,100,773,2030-10-05,1905,9,5,14,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",32,57,-25,"32 - 57",12,485,359,728,128881,235225,89,0.353965603423179,32,57,"32 - 57","#0E1540",4,8,"2030"
1,100,777,2030-10-06,1905,11,4,11,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",32,58,-26,"32 - 58",7,492,363,739,131769,242064,90,0.352480920624985,32,58,"32 - 58","#0E1540",4,8,"2030"
2,100,2,2030-05-15,1905,9,4,7,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",1,0,1,"1 - 0",0,0,4,7,16,0,1,1,1,0,"1 - 0","#FF6700",2,4,"2030"
2,100,7,2030-05-16,1905,9,5,10,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",2,0,2,"2 - 0",3,3,9,17,81,9,2,0.9,2,0,"2 - 0","#FF6700",2,4,"2030"
2,100,12,2030-05-17,1905,9,8,12,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",3,0,3,"3 - 0",1,4,17,29,289,16,3,0.947540983606557,3,0,"3 - 0","#FF6700",2,4,"2030"
2,100,17,2030-05-18,1905,9,4,6,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",3,1,2,"3 - 1",9,13,21,35,441,169,4,0.722950819672131,3,1,"3 - 1","#FF6700",2,4,"2030"
2,100,21,2030-05-21,1905,9,3,7,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",3,2,1,"3 - 2",7,20,24,42,576,400,5,0.590163934426229,3,2,"3 - 2","#FF6700",2,4,"2030"
2,100,26,2030-05-22,1905,9,4,10,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",3,3,0,"3 - 3",7,27,28,52,784,729,6,0.518175809649703,3,3,"3 - 3","#FF6700",2,4,"2030"
2,100,31,2030-05-23,1905,9,3,6,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",4,3,1,"4 - 3",2,29,31,58,961,841,7,0.533296337402886,4,3,"4 - 3","#FF6700",2,4,"2030"
2,100,40,2030-05-26,1905,9,3,10,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",4,4,0,"4 - 4",5,34,34,68,1156,1156,8,0.5,4,4,"4 - 4","#FF6700",2,4,"2030"
2,100,44,2030-05-27,1905,9,8,9,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",5,4,1,"5 - 4",2,36,42,77,1764,1296,9,0.576470588235294,5,4,"5 - 4","#FF6700",2,4,"2030"
2,100,49,2030-05-28,1905,9,5,10,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",6,4,2,"6 - 4",1,37,47,87,2209,1369,10,0.617384013415316,6,4,"6 - 4","#FF6700",2,4,"2030"
2,100,54,2030-05-29,1905,9,9,17,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",7,4,3,"7 - 4",5,42,56,104,3136,1764,11,0.64,7,4,"7 - 4","#FF6700",2,4,"2030"
2,100,61,2030-06-01,1905,9,5,10,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",8,4,4,"8 - 4",4,46,61,114,3721,2116,12,0.637485009422649,8,4,"8 - 4","#FF6700",2,4,"2030"
2,100,66,2030-06-02,1905,9,3,8,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",9,4,5,"9 - 4",1,47,64,122,4096,2209,13,0.64964314036479,8,5,"8 - 5","#FF6700",2,4,"2030"
2,100,71,2030-06-03,1905,9,2,11,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",9,5,4,"9 - 5",12,59,66,133,4356,3481,14,0.55582493301008,8,6,"8 - 6","#FF6700",2,4,"2030"
2,100,76,2030-06-04,1905,9,0,6,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",9,6,3,"9 - 6",1,60,66,139,4356,3600,15,0.547511312217195,8,7,"8 - 7","#FF6700",2,4,"2030"
2,100,79,2030-06-06,1905,9,5,7,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",10,6,4,"10 - 6",3,63,71,146,5041,3969,16,0.559489456159822,9,7,"9 - 7","#FF6700",2,4,"2030"
2,100,83,2030-06-07,1905,9,6,12,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",11,6,5,"11 - 6",3,66,77,158,5929,4356,17,0.576470588235294,10,7,"10 - 7","#FF6700",2,4,"2030"
2,100,88,2030-06-08,1905,9,8,13,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",12,6,6,"12 - 6",3,69,85,171,7225,4761,18,0.602786584348406,11,7,"11 - 7","#FF6700",2,4,"2030"
2,100,93,2030-06-09,1905,9,13,18,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",13,6,7,"13 - 6",5,74,98,189,9604,5476,19,0.636870026525199,12,7,"12 - 7","#FF6700",2,4,"2030"
2,100,99,2030-06-11,1905,12,1,7,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",13,7,6,"13 - 7",3,77,99,196,9801,5929,20,0.623076923076923,12,8,"12 - 8","#FF6700",2,4,"2030"
2,100,104,2030-06-12,1905,9,3,8,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",14,7,7,"14 - 7",2,79,102,204,10404,6241,21,0.62505256833884,13,8,"13 - 8","#FF6700",2,4,"2030"
2,100,109,2030-06-13,1905,9,2,6,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",14,8,6,"14 - 8",4,83,104,210,10816,6889,22,0.61090087545891,13,9,"13 - 9","#FF6700",2,4,"2030"
2,100,113,2030-06-14,1905,9,1,7,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",14,9,5,"14 - 9",4,87,105,217,11025,7569,23,0.592933204259439,14,9,"14 - 9","#FF6700",2,4,"2030"
2,100,116,2030-06-16,1905,9,6,15,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",14,10,4,"14 - 10",7,94,111,232,12321,8836,24,0.58236044807865,14,10,"14 - 10","#FF6700",2,4,"2030"
2,100,120,2030-06-17,1905,9,2,5,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",14,11,3,"14 - 11",7,101,113,237,12769,10201,25,0.555898998693949,14,11,"14 - 11","#FF6700",2,4,"2030"
2,100,125,2030-06-18,1905,9,7,10,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",15,11,4,"15 - 11",5,106,120,247,14400,11236,26,0.561710095178655,15,11,"15 - 11","#FF6700",2,4,"2030"
